date,date_depot_count,date_publication_count
2019-07-16,3.0,0.0
2019-07-17,2.0,0.0
2019-07-18,1.0,0.0
2019-07-19,1.0,0.0
2019-07-20,0.0,0.0
2019-07-21,2.0,0.0
2019-07-22,2.0,0.0
2019-07-23,2.0,16.0
2019-07-24,1.0,1.0
2019-07-25,2.0,0.0
2019-07-26,2.0,0.0
2019-07-27,0.0,0.0
2019-07-28,0.0,0.0
2019-07-29,0.0,0.0
2019-07-30,1.0,0.0
2019-07-31,0.0,0.0
2019-08-01,0.0,0.0
2019-08-02,2.0,0.0
2019-08-03,0.0,0.0
2019-08-04,0.0,0.0
2019-08-05,5.0,0.0
2019-08-06,0.0,0.0
2019-08-07,0.0,0.0
2019-08-08,0.0,0.0
2019-08-09,1.0,0.0
2019-08-10,0.0,0.0
2019-08-11,1.0,0.0
2019-08-12,0.0,0.0
2019-08-13,2.0,0.0
2019-08-14,0.0,0.0
2019-08-15,0.0,0.0
2019-08-16,0.0,0.0
2019-08-17,0.0,0.0
2019-08-18,0.0,0.0
2019-08-19,3.0,0.0
2019-08-20,2.0,0.0
2019-08-21,2.0,0.0
2019-08-22,0.0,0.0
2019-08-23,1.0,0.0
2019-08-24,0.0,0.0
2019-08-25,1.0,0.0
2019-08-26,1.0,0.0
2019-08-27,4.0,0.0
2019-08-28,7.0,0.0
2019-08-29,4.0,0.0
2019-08-30,4.0,0.0
2019-08-31,8.0,0.0
2019-09-01,7.0,0.0
2019-09-02,5.0,0.0
2019-09-03,0.0,0.0
2019-09-04,5.0,0.0
2019-09-05,3.0,0.0
2019-09-06,2.0,0.0
2019-09-07,0.0,0.0
2019-09-08,1.0,0.0
2019-09-09,4.0,0.0
2019-09-10,4.0,0.0
2019-09-11,2.0,0.0
2019-09-12,2.0,0.0
2019-09-13,2.0,0.0
2019-09-14,0.0,0.0
2019-09-15,0.0,0.0
2019-09-16,0.0,0.0
2019-09-17,1.0,0.0
2019-09-18,0.0,0.0
2019-09-19,3.0,0.0
2019-09-20,1.0,0.0
2019-09-21,1.0,0.0
2019-09-22,0.0,0.0
2019-09-23,1.0,0.0
2019-09-24,0.0,0.0
2019-09-25,1.0,0.0
2019-09-26,1.0,0.0
2019-09-27,1.0,0.0
2019-09-28,0.0,0.0
2019-09-29,0.0,0.0
2019-09-30,0.0,0.0
2019-10-01,0.0,0.0
2019-10-02,0.0,0.0
2019-10-03,0.0,0.0
2019-10-04,0.0,0.0
2019-10-05,0.0,0.0
2019-10-06,0.0,0.0
2019-10-07,1.0,0.0
2019-10-08,1.0,0.0
2019-10-09,2.0,0.0
2019-10-10,0.0,0.0
2019-10-11,1.0,0.0
2019-10-12,0.0,0.0
2019-10-13,1.0,0.0
2019-10-14,0.0,0.0
2019-10-15,0.0,0.0
2019-10-16,0.0,0.0
2019-10-17,0.0,0.0
2019-10-18,0.0,0.0
2019-10-19,0.0,0.0
2019-10-20,0.0,0.0
2019-10-21,0.0,0.0
2019-10-22,0.0,0.0
2019-10-23,0.0,0.0
2019-10-24,0.0,0.0
2019-10-25,1.0,0.0
2019-10-26,0.0,0.0
2019-10-27,0.0,0.0
2019-10-28,0.0,0.0
2019-10-29,0.0,0.0
2019-10-30,0.0,0.0
2019-10-31,0.0,0.0
2019-11-01,0.0,0.0
2019-11-02,0.0,0.0
2019-11-03,0.0,0.0
2019-11-04,1.0,0.0
2019-11-05,0.0,0.0
2019-11-06,1.0,0.0
2019-11-07,0.0,64.0
2019-11-08,2.0,0.0
2019-11-09,0.0,0.0
2019-11-10,0.0,0.0
2019-11-11,0.0,0.0
2019-11-12,0.0,0.0
2019-11-13,1.0,0.0
2019-11-14,2.0,0.0
2019-11-15,0.0,0.0
2019-11-16,0.0,0.0
2019-11-17,0.0,0.0
2019-11-18,1.0,0.0
2019-11-19,1.0,0.0
2019-11-20,0.0,0.0
2019-11-21,0.0,0.0
2019-11-22,1.0,0.0
2019-11-23,0.0,0.0
2019-11-24,0.0,0.0
2019-11-25,0.0,0.0
2019-11-26,0.0,0.0
2019-11-27,0.0,0.0
2019-11-28,1.0,0.0
2019-11-29,0.0,0.0
2019-11-30,0.0,0.0
2019-12-01,0.0,0.0
2019-12-02,0.0,0.0
2019-12-03,0.0,0.0
2019-12-04,0.0,0.0
2019-12-05,0.0,0.0
2019-12-06,0.0,0.0
2019-12-07,0.0,0.0
2019-12-08,0.0,0.0
2019-12-09,0.0,0.0
2019-12-10,0.0,0.0
2019-12-11,0.0,0.0
2019-12-12,0.0,0.0
2019-12-13,3.0,0.0
2019-12-14,0.0,0.0
2019-12-15,0.0,0.0
2019-12-16,1.0,0.0
2019-12-17,0.0,0.0
2019-12-18,0.0,0.0
2019-12-19,0.0,0.0
2019-12-20,0.0,0.0
2019-12-21,0.0,0.0
2019-12-22,0.0,0.0
2019-12-23,0.0,0.0
2019-12-24,0.0,0.0
2019-12-25,0.0,0.0
2019-12-26,0.0,0.0
2019-12-27,0.0,0.0
2019-12-28,0.0,0.0
2019-12-29,0.0,0.0
2019-12-30,0.0,0.0
2019-12-31,0.0,0.0
2020-01-01,0.0,0.0
2020-01-02,0.0,0.0
2020-01-03,0.0,0.0
2020-01-04,0.0,0.0
2020-01-05,0.0,0.0
2020-01-06,1.0,0.0
2020-01-07,1.0,0.0
2020-01-08,0.0,0.0
2020-01-09,0.0,5.0
2020-01-10,0.0,0.0
2020-01-11,0.0,1.0
2020-01-12,0.0,0.0
2020-01-13,0.0,0.0
2020-01-14,0.0,0.0
2020-01-15,0.0,0.0
2020-01-16,0.0,31.0
2020-01-17,0.0,0.0
2020-01-18,0.0,0.0
2020-01-19,0.0,0.0
2020-01-20,0.0,0.0
2020-01-21,0.0,0.0
2020-01-22,0.0,0.0
2020-01-23,0.0,0.0
2020-01-24,1.0,0.0
2020-01-25,1.0,0.0
2020-01-26,0.0,0.0
2020-01-27,0.0,0.0
2020-01-28,0.0,0.0
2020-01-29,0.0,0.0
2020-01-30,0.0,0.0
2020-01-31,0.0,0.0
2020-02-01,0.0,0.0
2020-02-02,0.0,0.0
2020-02-03,2.0,0.0
2020-02-04,0.0,0.0
2020-02-05,0.0,0.0
2020-02-06,1.0,0.0
2020-02-07,1.0,0.0
2020-02-08,0.0,0.0
2020-02-09,0.0,0.0
2020-02-10,0.0,0.0
2020-02-11,1.0,0.0
2020-02-12,0.0,0.0
2020-02-13,0.0,0.0
2020-02-14,0.0,0.0
2020-02-15,1.0,0.0
2020-02-16,0.0,0.0
2020-02-17,0.0,0.0
2020-02-18,0.0,0.0
2020-02-19,0.0,0.0
2020-02-20,1.0,0.0
2020-02-21,2.0,0.0
2020-02-22,0.0,0.0
2020-02-23,0.0,0.0
2020-02-24,0.0,0.0
2020-02-25,1.0,0.0
2020-02-26,0.0,0.0
2020-02-27,0.0,4.0
2020-02-28,0.0,0.0
2020-02-29,1.0,0.0
2020-03-01,1.0,0.0
2020-03-02,0.0,0.0
2020-03-03,1.0,0.0
2020-03-04,0.0,0.0
2020-03-05,1.0,0.0
2020-03-06,0.0,0.0
2020-03-07,1.0,0.0
2020-03-08,0.0,0.0
2020-03-09,1.0,0.0
2020-03-10,1.0,0.0
2020-03-11,2.0,0.0
2020-03-12,1.0,1.0
2020-03-13,0.0,0.0
2020-03-14,0.0,0.0
2020-03-15,0.0,0.0
2020-03-16,1.0,0.0
2020-03-17,2.0,0.0
2020-03-18,0.0,0.0
2020-03-19,0.0,0.0
2020-03-20,0.0,0.0
2020-03-21,0.0,0.0
2020-03-22,0.0,0.0
2020-03-23,0.0,0.0
2020-03-24,0.0,0.0
2020-03-25,1.0,0.0
2020-03-26,1.0,0.0
2020-03-27,0.0,0.0
2020-03-28,0.0,0.0
2020-03-29,0.0,0.0
2020-03-30,0.0,0.0
2020-03-31,0.0,0.0
2020-04-01,0.0,0.0
2020-04-02,0.0,0.0
2020-04-03,0.0,0.0
2020-04-04,1.0,0.0
2020-04-05,1.0,0.0
2020-04-06,0.0,0.0
2020-04-07,1.0,0.0
2020-04-08,1.0,0.0
2020-04-09,1.0,0.0
2020-04-10,0.0,0.0
2020-04-11,0.0,0.0
2020-04-12,0.0,0.0
2020-04-13,0.0,0.0
2020-04-14,0.0,0.0
2020-04-15,0.0,0.0
2020-04-16,0.0,0.0
2020-04-17,0.0,0.0
2020-04-18,0.0,0.0
2020-04-19,1.0,0.0
2020-04-20,0.0,0.0
2020-04-21,0.0,0.0
2020-04-22,0.0,0.0
2020-04-23,0.0,0.0
2020-04-24,1.0,0.0
2020-04-25,0.0,0.0
2020-04-26,1.0,0.0
2020-04-27,1.0,0.0
2020-04-28,0.0,0.0
2020-04-29,2.0,0.0
2020-04-30,0.0,0.0
2020-05-01,0.0,0.0
2020-05-02,0.0,0.0
2020-05-03,0.0,0.0
2020-05-04,1.0,0.0
2020-05-05,0.0,0.0
2020-05-06,0.0,0.0
2020-05-07,0.0,0.0
2020-05-08,0.0,0.0
2020-05-09,0.0,0.0
2020-05-10,0.0,0.0
2020-05-11,2.0,0.0
2020-05-12,0.0,0.0
2020-05-13,0.0,0.0
2020-05-14,0.0,0.0
2020-05-15,0.0,0.0
2020-05-16,0.0,0.0
2020-05-17,0.0,0.0
2020-05-18,0.0,0.0
2020-05-19,0.0,0.0
2020-05-20,0.0,0.0
2020-05-21,0.0,0.0
2020-05-22,0.0,0.0
2020-05-23,0.0,0.0
2020-05-24,0.0,0.0
2020-05-25,0.0,0.0
2020-05-26,0.0,0.0
2020-05-27,1.0,0.0
2020-05-28,0.0,0.0
2020-05-29,0.0,0.0
2020-05-30,0.0,0.0
2020-05-31,1.0,0.0
2020-06-01,1.0,0.0
2020-06-02,0.0,0.0
2020-06-03,2.0,0.0
2020-06-04,1.0,0.0
2020-06-05,2.0,0.0
2020-06-06,1.0,0.0
2020-06-07,2.0,0.0
2020-06-08,1.0,0.0
2020-06-09,4.0,0.0
2020-06-10,0.0,0.0
2020-06-11,0.0,0.0
2020-06-12,2.0,0.0
2020-06-13,1.0,0.0
2020-06-14,2.0,0.0
2020-06-15,1.0,0.0
2020-06-16,0.0,0.0
2020-06-17,2.0,0.0
2020-06-18,0.0,0.0
2020-06-19,0.0,0.0
2020-06-20,3.0,0.0
2020-06-21,3.0,0.0
2020-06-22,2.0,0.0
2020-06-23,0.0,0.0
2020-06-24,5.0,0.0
2020-06-25,1.0,0.0
2020-06-26,2.0,1.0
2020-06-27,1.0,0.0
2020-06-28,1.0,0.0
2020-06-29,1.0,0.0
2020-06-30,0.0,0.0
2020-07-01,4.0,0.0
2020-07-02,4.0,0.0
2020-07-03,2.0,0.0
2020-07-04,4.0,0.0
2020-07-05,6.0,0.0
2020-07-06,8.0,0.0
2020-07-07,6.0,0.0
2020-07-08,4.0,0.0
2020-07-09,7.0,0.0
2020-07-10,9.0,0.0
2020-07-11,8.0,0.0
2020-07-12,1.0,0.0
2020-07-13,7.0,0.0
2020-07-14,7.0,0.0
2020-07-15,10.0,0.0
2020-07-16,9.0,0.0
2020-07-17,11.0,0.0
2020-07-18,12.0,0.0
2020-07-19,5.0,0.0
2020-07-20,16.0,0.0
2020-07-21,19.0,0.0
2020-07-22,16.0,0.0
2020-07-23,16.0,0.0
2020-07-24,10.0,0.0
2020-07-25,10.0,0.0
2020-07-26,12.0,0.0
2020-07-27,30.0,0.0
2020-07-28,13.0,0.0
2020-07-29,17.0,0.0
2020-07-30,18.0,14.0
2020-07-31,22.0,0.0
2020-08-01,14.0,0.0
2020-08-02,21.0,0.0
2020-08-03,24.0,0.0
2020-08-04,21.0,0.0
2020-08-05,19.0,0.0
2020-08-06,20.0,0.0
2020-08-07,20.0,0.0
2020-08-08,6.0,0.0
2020-08-09,9.0,0.0
2020-08-10,13.0,0.0
2020-08-11,20.0,0.0
2020-08-12,17.0,0.0
2020-08-13,10.0,0.0
2020-08-14,19.0,0.0
2020-08-15,19.0,0.0
2020-08-16,22.0,0.0
2020-08-17,20.0,0.0
2020-08-18,29.0,0.0
2020-08-19,22.0,0.0
2020-08-20,34.0,0.0
2020-08-21,23.0,0.0
2020-08-22,15.0,0.0
2020-08-23,36.0,0.0
2020-08-24,43.0,0.0
2020-08-25,35.0,0.0
2020-08-26,40.0,0.0
2020-08-27,42.0,0.0
2020-08-28,29.0,0.0
2020-08-29,21.0,0.0
2020-08-30,43.0,0.0
2020-08-31,35.0,0.0
2020-09-01,45.0,0.0
2020-09-02,58.0,0.0
2020-09-03,50.0,0.0
2020-09-04,42.0,0.0
2020-09-05,13.0,0.0
2020-09-06,24.0,0.0
2020-09-07,34.0,0.0
2020-09-08,39.0,0.0
2020-09-09,39.0,0.0
2020-09-10,33.0,0.0
2020-09-11,23.0,0.0
2020-09-12,16.0,0.0
2020-09-13,43.0,0.0
2020-09-14,39.0,0.0
2020-09-15,33.0,0.0
2020-09-16,43.0,0.0
2020-09-17,24.0,0.0
2020-09-18,18.0,0.0
2020-09-19,18.0,0.0
2020-09-20,25.0,0.0
2020-09-21,15.0,0.0
2020-09-22,11.0,0.0
2020-09-23,20.0,0.0
2020-09-24,16.0,0.0
2020-09-25,10.0,0.0
2020-09-26,10.0,0.0
2020-09-27,11.0,0.0
2020-09-28,17.0,0.0
2020-09-29,18.0,0.0
2020-09-30,14.0,0.0
2020-10-01,12.0,0.0
2020-10-02,10.0,0.0
2020-10-03,12.0,0.0
2020-10-04,19.0,0.0
2020-10-05,9.0,0.0
2020-10-06,10.0,0.0
2020-10-07,12.0,0.0
2020-10-08,12.0,0.0
2020-10-09,7.0,0.0
2020-10-10,6.0,0.0
2020-10-11,14.0,0.0
2020-10-12,14.0,0.0
2020-10-13,35.0,0.0
2020-10-14,26.0,0.0
2020-10-15,30.0,0.0
2020-10-16,22.0,0.0
2020-10-17,9.0,0.0
2020-10-18,13.0,0.0
2020-10-19,26.0,0.0
2020-10-20,33.0,0.0
2020-10-21,24.0,0.0
2020-10-22,21.0,0.0
2020-10-23,14.0,0.0
2020-10-24,9.0,0.0
2020-10-25,13.0,0.0
2020-10-26,20.0,0.0
2020-10-27,17.0,0.0
2020-10-28,17.0,0.0
2020-10-29,12.0,0.0
2020-10-30,23.0,0.0
2020-10-31,12.0,0.0
2020-11-01,16.0,0.0
2020-11-02,18.0,0.0
2020-11-03,10.0,0.0
2020-11-04,11.0,0.0
2020-11-05,14.0,0.0
2020-11-06,14.0,0.0
2020-11-07,10.0,0.0
2020-11-08,18.0,0.0
2020-11-09,20.0,0.0
2020-11-10,19.0,0.0
2020-11-11,15.0,0.0
2020-11-12,19.0,0.0
2020-11-13,11.0,0.0
2020-11-14,8.0,0.0
2020-11-15,16.0,0.0
2020-11-16,25.0,0.0
2020-11-17,14.0,0.0
2020-11-18,16.0,0.0
2020-11-19,21.0,0.0
2020-11-20,12.0,0.0
2020-11-21,14.0,0.0
2020-11-22,29.0,0.0
2020-11-23,25.0,0.0
2020-11-24,20.0,0.0
2020-11-25,33.0,0.0
2020-11-26,24.0,0.0
2020-11-27,19.0,0.0
2020-11-28,16.0,0.0
2020-11-29,40.0,0.0
2020-11-30,19.0,0.0
2020-12-01,22.0,0.0
2020-12-02,17.0,0.0
2020-12-03,16.0,0.0
2020-12-04,15.0,0.0
2020-12-05,5.0,0.0
2020-12-06,9.0,0.0
2020-12-07,10.0,0.0
2020-12-08,11.0,0.0
2020-12-09,11.0,0.0
2020-12-10,9.0,1.0
2020-12-11,13.0,0.0
2020-12-12,11.0,0.0
2020-12-13,10.0,0.0
2020-12-14,11.0,0.0
2020-12-15,12.0,0.0
2020-12-16,9.0,0.0
2020-12-17,6.0,0.0
2020-12-18,8.0,0.0
2020-12-19,3.0,0.0
2020-12-20,10.0,0.0
2020-12-21,12.0,0.0
2020-12-22,5.0,0.0
2020-12-23,8.0,0.0
2020-12-24,4.0,0.0
2020-12-25,0.0,0.0
2020-12-26,4.0,0.0
2020-12-27,6.0,0.0
2020-12-28,5.0,0.0
2020-12-29,8.0,0.0
2020-12-30,6.0,0.0
2020-12-31,5.0,0.0
2021-01-01,0.0,0.0
2021-01-02,2.0,0.0
2021-01-03,8.0,0.0
2021-01-04,4.0,0.0
2021-01-05,2.0,0.0
2021-01-06,6.0,0.0
2021-01-07,10.0,0.0
2021-01-08,6.0,0.0
2021-01-09,5.0,0.0
2021-01-10,7.0,0.0
2021-01-11,10.0,0.0
2021-01-12,8.0,0.0
2021-01-13,5.0,0.0
2021-01-14,5.0,0.0
2021-01-15,11.0,0.0
2021-01-16,6.0,0.0
2021-01-17,11.0,0.0
2021-01-18,8.0,0.0
2021-01-19,6.0,1.0
2021-01-20,15.0,5.0
2021-01-21,9.0,5.0
2021-01-22,5.0,0.0
2021-01-23,3.0,0.0
2021-01-24,4.0,0.0
2021-01-25,18.0,0.0
2021-01-26,11.0,0.0
2021-01-27,8.0,0.0
2021-01-28,3.0,0.0
2021-01-29,3.0,0.0
2021-01-30,5.0,0.0
2021-01-31,3.0,0.0
2021-02-01,14.0,0.0
2021-02-02,5.0,0.0
2021-02-03,10.0,0.0
2021-02-04,8.0,0.0
2021-02-05,3.0,0.0
2021-02-06,4.0,0.0
2021-02-07,12.0,0.0
2021-02-08,15.0,0.0
2021-02-09,10.0,0.0
2021-02-10,18.0,0.0
2021-02-11,15.0,0.0
2021-02-12,11.0,0.0
2021-02-13,5.0,0.0
2021-02-14,17.0,0.0
2021-02-15,18.0,0.0
2021-02-16,12.0,0.0
2021-02-17,14.0,0.0
2021-02-18,26.0,0.0
2021-02-19,11.0,0.0
2021-02-20,7.0,0.0
2021-02-21,7.0,0.0
2021-02-22,13.0,0.0
2021-02-23,22.0,1.0
2021-02-24,20.0,3.0
2021-02-25,14.0,18.0
2021-02-26,10.0,0.0
2021-02-27,2.0,0.0
2021-02-28,6.0,0.0
2021-03-01,16.0,0.0
2021-03-02,3.0,0.0
2021-03-03,8.0,0.0
2021-03-04,7.0,0.0
2021-03-05,7.0,0.0
2021-03-06,0.0,0.0
2021-03-07,6.0,0.0
2021-03-08,7.0,0.0
2021-03-09,3.0,0.0
2021-03-10,7.0,0.0
2021-03-11,3.0,0.0
2021-03-12,5.0,0.0
2021-03-13,1.0,0.0
2021-03-14,4.0,0.0
2021-03-15,7.0,0.0
2021-03-16,10.0,0.0
2021-03-17,7.0,0.0
2021-03-18,8.0,0.0
2021-03-19,4.0,0.0
2021-03-20,5.0,0.0
2021-03-21,4.0,0.0
2021-03-22,8.0,0.0
2021-03-23,5.0,0.0
2021-03-24,7.0,0.0
2021-03-25,10.0,0.0
2021-03-26,6.0,0.0
2021-03-27,5.0,0.0
2021-03-28,5.0,0.0
2021-03-29,15.0,0.0
2021-03-30,7.0,0.0
2021-03-31,5.0,0.0
2021-04-01,5.0,0.0
2021-04-02,6.0,0.0
2021-04-03,0.0,0.0
2021-04-04,3.0,0.0
2021-04-05,4.0,0.0
2021-04-06,1.0,0.0
2021-04-07,3.0,1.0
2021-04-08,8.0,3.0
2021-04-09,3.0,0.0
2021-04-10,3.0,0.0
2021-04-11,6.0,0.0
2021-04-12,6.0,0.0
2021-04-13,8.0,0.0
2021-04-14,4.0,1.0
2021-04-15,8.0,7.0
2021-04-16,8.0,0.0
2021-04-17,3.0,0.0
2021-04-18,4.0,0.0
2021-04-19,16.0,0.0
2021-04-20,14.0,0.0
2021-04-21,13.0,0.0
2021-04-22,9.0,1.0
2021-04-23,10.0,0.0
2021-04-24,12.0,0.0
2021-04-25,3.0,0.0
2021-04-26,15.0,0.0
2021-04-27,5.0,0.0
2021-04-28,12.0,0.0
2021-04-29,9.0,0.0
2021-04-30,8.0,0.0
2021-05-01,5.0,1.0
2021-05-02,8.0,2.0
2021-05-03,10.0,5.0
2021-05-04,3.0,14.0
2021-05-05,10.0,41.0
2021-05-06,8.0,44.0
2021-05-07,11.0,1.0
2021-05-08,4.0,0.0
2021-05-09,6.0,2.0
2021-05-10,15.0,23.0
2021-05-11,11.0,55.0
2021-05-12,14.0,65.0
2021-05-13,5.0,2.0
2021-05-14,4.0,1.0
2021-05-15,8.0,0.0
2021-05-16,7.0,3.0
2021-05-17,13.0,33.0
2021-05-18,13.0,92.0
2021-05-19,8.0,155.0
2021-05-20,12.0,0.0
2021-05-21,12.0,0.0
2021-05-22,4.0,0.0
2021-05-23,4.0,0.0
2021-05-24,9.0,0.0
2021-05-25,9.0,9.0
2021-05-26,7.0,58.0
2021-05-27,6.0,182.0
2021-05-28,5.0,0.0
2021-05-29,3.0,0.0
2021-05-30,2.0,0.0
2021-05-31,15.0,0.0
2021-06-01,8.0,5.0
2021-06-02,9.0,31.0
2021-06-03,5.0,75.0
2021-06-04,12.0,2.0
2021-06-05,5.0,0.0
2021-06-06,6.0,1.0
2021-06-07,5.0,39.0
2021-06-08,10.0,80.0
2021-06-09,7.0,84.0
2021-06-10,0.0,14.0
2021-06-11,0.0,4.0
2021-06-12,0.0,0.0
2021-06-13,0.0,0.0
2021-06-14,10.0,42.0
2021-06-15,12.0,192.0
2021-06-16,19.0,20.0
2021-06-17,18.0,1.0
2021-06-18,23.0,0.0
2021-06-19,4.0,0.0
2021-06-20,3.0,0.0
2021-06-21,17.0,32.0
2021-06-22,10.0,35.0
2021-06-23,15.0,132.0
2021-06-24,16.0,2.0
2021-06-25,17.0,0.0
2021-06-26,6.0,0.0
2021-06-27,2.0,0.0
2021-06-28,18.0,10.0
2021-06-29,16.0,13.0
2021-06-30,13.0,0.0
2021-07-01,9.0,42.0
2021-07-02,8.0,0.0
2021-07-03,6.0,0.0
2021-07-04,9.0,0.0
2021-07-05,12.0,5.0
2021-07-06,19.0,9.0
2021-07-07,22.0,71.0
2021-07-08,4.0,0.0
2021-07-09,7.0,0.0
2021-07-10,4.0,0.0
2021-07-11,6.0,0.0
2021-07-12,22.0,0.0
2021-07-13,10.0,0.0
2021-07-14,12.0,0.0
2021-07-15,5.0,0.0
2021-07-16,8.0,0.0
2021-07-17,5.0,0.0
2021-07-18,10.0,0.0
2021-07-19,14.0,8.0
2021-07-20,18.0,8.0
2021-07-21,9.0,101.0
2021-07-22,19.0,0.0
2021-07-23,17.0,0.0
2021-07-24,11.0,0.0
2021-07-25,11.0,0.0
2021-07-26,29.0,9.0
2021-07-27,34.0,92.0
2021-07-28,36.0,25.0
2021-07-29,28.0,1.0
2021-07-30,29.0,0.0
2021-07-31,6.0,0.0
2021-08-01,3.0,0.0
2021-08-02,63.0,0.0
2021-08-03,31.0,10.0
2021-08-04,36.0,138.0
2021-08-05,32.0,0.0
2021-08-06,25.0,0.0
2021-08-07,12.0,0.0
2021-08-08,17.0,0.0
2021-08-09,30.0,10.0
2021-08-10,22.0,37.0
2021-08-11,19.0,152.0
2021-08-12,22.0,4.0
2021-08-13,10.0,1.0
2021-08-14,4.0,1.0
2021-08-15,12.0,1.0
2021-08-16,18.0,2.0
2021-08-17,28.0,7.0
2021-08-18,24.0,75.0
2021-08-19,19.0,0.0
2021-08-20,19.0,0.0
2021-08-21,11.0,0.0
2021-08-22,20.0,0.0
2021-08-23,38.0,32.0
2021-08-24,25.0,32.0
2021-08-25,26.0,16.0
2021-08-26,35.0,1.0
2021-08-27,35.0,0.0
2021-08-28,23.0,1.0
2021-08-29,40.0,1.0
2021-08-30,63.0,4.0
2021-08-31,78.0,12.0
2021-09-01,64.0,21.0
2021-09-02,28.0,112.0
2021-09-03,18.0,8.0
2021-09-04,10.0,0.0
2021-09-05,16.0,0.0
2021-09-06,38.0,23.0
2021-09-07,28.0,33.0
2021-09-08,24.0,53.0
2021-09-09,19.0,4.0
2021-09-10,20.0,1.0
2021-09-11,19.0,1.0
2021-09-12,19.0,0.0
2021-09-13,23.0,46.0
2021-09-14,34.0,44.0
2021-09-15,20.0,48.0
2021-09-16,19.0,3.0
2021-09-17,11.0,0.0
2021-09-18,10.0,0.0
2021-09-19,16.0,0.0
2021-09-20,22.0,25.0
2021-09-21,20.0,20.0
2021-09-22,18.0,45.0
2021-09-23,11.0,2.0
2021-09-24,9.0,0.0
2021-09-25,5.0,0.0
2021-09-26,19.0,0.0
2021-09-27,14.0,26.0
2021-09-28,14.0,25.0
2021-09-29,13.0,39.0
2021-09-30,5.0,2.0
2021-10-01,9.0,0.0
2021-10-02,3.0,0.0
2021-10-03,13.0,0.0
2021-10-04,10.0,28.0
2021-10-05,3.0,25.0
2021-10-06,9.0,37.0
2021-10-07,9.0,3.0
2021-10-08,5.0,1.0
2021-10-09,4.0,0.0
2021-10-10,6.0,1.0
2021-10-11,11.0,21.0
2021-10-12,15.0,25.0
2021-10-13,11.0,47.0
2021-10-14,10.0,11.0
2021-10-15,9.0,0.0
2021-10-16,5.0,0.0
2021-10-17,14.0,0.0
2021-10-18,8.0,27.0
2021-10-19,11.0,22.0
2021-10-20,9.0,44.0
2021-10-21,7.0,1.0
2021-10-22,8.0,0.0
2021-10-23,6.0,0.0
2021-10-24,9.0,0.0
2021-10-25,11.0,7.0
2021-10-26,6.0,30.0
2021-10-27,14.0,75.0
2021-10-28,10.0,0.0
2021-10-29,7.0,0.0
2021-10-30,3.0,0.0
2021-10-31,6.0,0.0
2021-11-01,2.0,0.0
2021-11-02,9.0,0.0
2021-11-03,13.0,0.0
2021-11-04,8.0,0.0
2021-11-05,10.0,0.0
2021-11-06,4.0,0.0
2021-11-07,8.0,0.0
2021-11-08,18.0,3.0
2021-11-09,16.0,8.0
2021-11-10,12.0,30.0
2021-11-11,5.0,8.0
2021-11-12,6.0,0.0
2021-11-13,4.0,0.0
2021-11-14,6.0,0.0
2021-11-15,7.0,4.0
2021-11-16,6.0,15.0
2021-11-17,8.0,97.0
2021-11-18,10.0,1.0
2021-11-19,15.0,0.0
2021-11-20,7.0,0.0
2021-11-21,10.0,0.0
